Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received ,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received ,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,TOTAL,,964380,1,1338970,2,1,70,901937,0,29576,2,,,"In cases where a user provides incomplete or incorrect information in a notice, the number of items within that notice may be recorded as 0. This note applies to all metrics in columns H and I.",,"Where a large proportion of total notices are processed by automated means, the overall median time to take action may be 0 hours."
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,STATEMENT_CATEGORY_ANIMAL_WELFARE
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_ANIMAL_HARM
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_UNLAWFUL_SALE_ANIMALS
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_OTHER,ANIMAL_CRUELTY
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_OTHER,ANIMAL_HARM_AND_UNLAWFUL_SALE
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,7,0,7,0,47
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_HIDDEN_ADVERTISEMENT
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_MISLEADING_INFO_GOODS_SERVICES
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_NONCOMPLIANCE_PRICING
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_OTHER,CONSUMER_PROTECTION,7,0,7,0,47
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_OTHER,MISREPRESENTATION
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CYBER_VIOLENCE,,1,0,3,0,17
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_CYBER_BULLYING_INTIMIDATION
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_CYBER_HARASSMENT,,1,0,3,0,17
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_CYBER_INCITEMENT
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_CYBER_STALKING
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_OTHER,DOXING
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_OTHER,HARASSMENT
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_OTHER,HARASSMENT_AND_CYBERBULLYING
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_OTHER,HARMFUL_ACTIVITIES
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_OTHER,SEXUAL_HARASSMENT
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_OTHER,OBSCENITY_OR_PORNOGRAPHY
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_OTHER,UNSAFE_CONTENT
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_BULLYING_AGAINST_GIRLS
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_CYBER_STALKING_AGAINST_WOMEN
"Only for providers of hosting services, including online platforms",Google Maps,2026-01-01/2026-06-30,KEYWORD_FEMALE_GENDERED_DISINFORMATION
