Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
Only for providers of online platforms,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Trusted Flagger,N/A,Trusted Flagger notices were manually reviewed and actioned during this reporting period.
Only for VLOPs,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,bg,N/A,"Vimeo.com, Inc. is not considered a VLOP under the DSA"
Only for VLOPs,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,[...],N/A,"Vimeo.com, Inc. is not considered a VLOP under the DSA"
Only for VLOPs,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,sv,N/A,"Vimeo.com, Inc. is not considered a VLOP under the DSA"
Only for VLOPs,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,bg,N/A,"Vimeo.com, Inc. is not considered a VLOP under the DSA"
Only for VLOPs,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,[...],N/A,"Vimeo.com, Inc. is not considered a VLOP under the DSA"
Only for VLOPs,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,sv,N/A,"Vimeo.com, Inc. is not considered a VLOP under the DSA"
Only for VLOPs,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,bg,N/A,"Vimeo.com, Inc. is not considered a VLOP under the DSA"
Only for VLOPs,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,[...],N/A,"Vimeo.com, Inc. is not considered a VLOP under the DSA"
Only for VLOPs,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,N/A,"Vimeo.com, Inc. is not considered a VLOP under the DSA"
Only for VLOPs,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,bg,N/A,"Vimeo.com, Inc. is not considered a VLOP under the DSA"
Only for VLOPs,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,[...],N/A,"Vimeo.com, Inc. is not considered a VLOP under the DSA"
Only for VLOPs,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,N/A,"Vimeo.com, Inc. is not considered a VLOP under the DSA"
Only for VLOPs,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,bg,N/A,"Vimeo.com, Inc. is not considered a VLOP under the DSA"
Only for VLOPs,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,[...],N/A,"Vimeo.com, Inc. is not considered a VLOP under the DSA"
Only for VLOPs,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,N/A,"Vimeo.com, Inc. is not considered a VLOP under the DSA"
