Applicability,Service,Reporting period,Category of incompatibility with the provider's terms and conditions,"Description of the sub-category ""Other""",Number of measures taken at the provider's own initiative ,Number of measures taken after detection with solely automated means ,Visibility restriction Removal,Visibility restriction Disable,Visibility restriction Demoted,Visibility restriction Age restricted,Visibility restriction Interaction restricted,Visibility restriction Labelled ,Visibility restriction Other,Monetary restriction Suspension,Monetary restriction Termination,Monetary restriction Other,Provision of the service Suspension,Provision of the service Termination,Account restriction Suspension,Account restriction Termination,Contextual Information on Number of measures taken at the provider's own initiative ,Contextual Information on Number of measures taken after detection with solely automated means ,Contextual Information on Visibility restriction Removal,Contextual Information on Visibility restriction Disable,Contextual Information on Visibility restriction Demoted,Contextual Information on Visibility restriction Age restricted,Contextual Information on Visibility restriction Interaction restricted,Contextual Information on Visibility restriction Labelled ,Contextual Information on Visibility restriction Other,Contextual Information on Monetary restriction Suspension,Contextual Information on Monetary restriction Termination,Contextual Information on Monetary restriction Other,Contextual Information on Provision of the service Suspension,Contextual Information on Provision of the service Termination,Contextual Information on Account restriction Suspension,Contextual Information on Account restriction Termination
All,pub.dev,2025-07-01/2025-12-31,TOTAL,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,STATEMENT_CATEGORY_ANIMAL_WELFARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_ANIMAL_HARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_UNLAWFUL_SALE_ANIMALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_OTHER,ANIMAL_CRUELTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_OTHER,ANIMAL_HARM_AND_UNLAWFUL_SALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_HIDDEN_ADVERTISEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_NONCOMPLIANCE_PRICING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_OTHER,CONSUMER_PROTECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_OTHER,MISREPRESENTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_CYBER_HARASSMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_CYBER_INCITEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_CYBER_STALKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_OTHER,DOXING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_OTHER,HARASSMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_OTHER,HARASSMENT_AND_CYBERBULLYING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_OTHER,HARMFUL_ACTIVITIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_OTHER,SEXUAL_HARASSMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_OTHER,OBSCENITY_OR_PORNOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_OTHER,UNSAFE_CONTENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_BULLYING_AGAINST_GIRLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_INCITEMENT_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_BIOMETRIC_DATA_BREACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_DATA_FALSIFICATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_MISSING_PROCESSING_GROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,pub.dev,2025-07-01/2025-12-31,KEYWORD_OTHER,DATA_COLLECTION_AND_USE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
